from:s1;to:s2;distance:2
from:s18817;to:s18819;distance:18817
from:s18818;to:s18820;distance:18818
from:s18819;to:s18821;distance:18819
from:s18820;to:s18822;distance:18820
from:s18821;to:s18823;distance:18821
from:s18822;to:s18824;distance:18822
from:s18823;to:s18825;distance:18823
from:s18824;to:s18826;distance:18824
from:s18825;to:s18827;distance:18825
from:s18826;to:s18828;distance:18826
from:s18827;to:s18829;distance:18827
from:s18828;to:s18830;distance:18828
from:s18829;to:s18831;distance:18829
from:s18830;to:s18832;distance:18830
from:s18831;to:s18833;distance:18831
from:s18832;to:s18834;distance:18832
from:s18833;to:s18835;distance:18833
from:s18834;to:s18836;distance:18834
from:s18835;to:s18837;distance:18835
from:s18836;to:s18838;distance:18836
from:s18837;to:s18839;distance:18837
from:s18838;to:s18840;distance:18838
from:s18839;to:s18841;distance:18839
from:s18840;to:s18842;distance:18840
from:s18841;to:s18843;distance:18841
from:s18842;to:s18844;distance:18842
from:s18843;to:s18845;distance:18843
from:s18844;to:s18846;distance:18844
from:s18845;to:s18847;distance:18845
from:s18846;to:s18848;distance:18846
from:s18847;to:s18849;distance:18847
from:s18848;to:s18850;distance:18848
from:s18849;to:s18851;distance:18849
from:s18850;to:s18852;distance:18850
from:s18851;to:s18853;distance:18851
from:s18852;to:s18854;distance:18852
from:s18853;to:s18855;distance:18853
from:s18854;to:s18856;distance:18854
from:s18855;to:s18857;distance:18855
from:s18856;to:s18858;distance:18856
from:s18857;to:s18859;distance:18857
from:s18858;to:s18860;distance:18858
from:s18859;to:s18861;distance:18859
from:s18860;to:s18862;distance:18860
from:s18861;to:s18863;distance:18861
from:s18862;to:s18864;distance:18862
from:s18863;to:s18865;distance:18863
from:s18864;to:s18866;distance:18864
from:s18865;to:s18867;distance:18865
from:s18866;to:s18868;distance:18866
from:s18867;to:s18869;distance:18867
from:s18868;to:s18870;distance:18868
from:s18869;to:s18871;distance:18869
from:s18870;to:s18872;distance:18870
from:s18871;to:s18873;distance:18871
from:s18872;to:s18874;distance:18872
from:s18873;to:s18875;distance:18873
from:s18874;to:s18876;distance:18874
from:s18875;to:s18877;distance:18875
from:s18876;to:s18878;distance:18876
from:s18877;to:s18879;distance:18877
from:s18878;to:s18880;distance:18878
from:s18879;to:s18881;distance:18879
from:s18880;to:s18882;distance:18880
from:s18881;to:s18883;distance:18881
from:s18882;to:s18884;distance:18882
from:s18883;to:s18885;distance:18883
from:s18884;to:s18886;distance:18884
from:s18885;to:s18887;distance:18885
from:s18886;to:s18888;distance:18886
from:s18887;to:s18889;distance:18887
from:s18888;to:s18890;distance:18888
from:s18889;to:s18891;distance:18889
from:s18890;to:s18892;distance:18890
from:s18891;to:s18893;distance:18891
from:s18892;to:s18894;distance:18892
from:s18893;to:s18895;distance:18893
from:s18894;to:s18896;distance:18894
from:s18895;to:s18897;distance:18895
from:s18896;to:s18898;distance:18896
from:s18897;to:s18899;distance:18897
from:s18898;to:s18900;distance:18898
from:s18899;to:s18901;distance:18899
from:s18900;to:s18902;distance:18900
from:s18901;to:s18903;distance:18901
from:s18902;to:s18904;distance:18902
from:s18903;to:s18905;distance:18903
from:s18904;to:s18906;distance:18904
from:s18905;to:s18907;distance:18905
from:s18906;to:s18908;distance:18906
from:s18907;to:s18909;distance:18907
from:s18908;to:s18910;distance:18908
from:s18909;to:s18911;distance:18909
from:s18910;to:s18912;distance:18910
from:s18911;to:s18913;distance:18911
from:s18912;to:s18914;distance:18912
from:s18913;to:s18915;distance:18913
from:s18914;to:s18916;distance:18914
from:s18915;to:s18917;distance:18915
from:s18916;to:s18918;distance:18916
from:s18917;to:s18919;distance:18917
from:s18918;to:s18920;distance:18918
from:s18919;to:s18921;distance:18919
from:s18920;to:s18922;distance:18920
from:s18921;to:s18923;distance:18921
from:s18922;to:s18924;distance:18922
from:s18923;to:s18925;distance:18923
from:s18924;to:s18926;distance:18924
from:s18925;to:s18927;distance:18925
from:s18926;to:s18928;distance:18926
from:s18927;to:s18929;distance:18927
from:s18928;to:s18930;distance:18928
from:s18929;to:s18931;distance:18929
from:s18930;to:s18932;distance:18930
from:s18931;to:s18933;distance:18931
from:s18932;to:s18934;distance:18932
from:s18933;to:s18935;distance:18933
from:s18934;to:s18936;distance:18934
from:s18935;to:s18937;distance:18935
from:s18936;to:s18938;distance:18936
from:s18937;to:s18939;distance:18937
from:s18938;to:s18940;distance:18938
from:s18939;to:s18941;distance:18939
from:s18940;to:s18942;distance:18940
from:s18941;to:s18943;distance:18941
from:s18942;to:s18944;distance:18942
from:s18943;to:s18945;distance:18943
from:s18944;to:s18946;distance:18944
from:s18945;to:s18947;distance:18945
from:s18946;to:s18948;distance:18946
from:s18947;to:s18949;distance:18947
from:s18948;to:s18950;distance:18948
from:s18949;to:s18951;distance:18949
from:s18950;to:s18952;distance:18950
from:s18951;to:s18953;distance:18951
from:s18952;to:s18954;distance:18952
from:s18953;to:s18955;distance:18953
from:s18954;to:s18956;distance:18954
from:s18955;to:s18957;distance:18955
from:s18956;to:s18958;distance:18956
from:s18957;to:s18959;distance:18957
from:s18958;to:s18960;distance:18958
from:s18959;to:s18961;distance:18959
from:s18960;to:s18962;distance:18960
from:s18961;to:s18963;distance:18961
from:s18962;to:s18964;distance:18962
from:s18963;to:s18965;distance:18963
from:s18964;to:s18966;distance:18964
from:s18965;to:s18967;distance:18965
from:s18966;to:s18968;distance:18966
from:s18967;to:s18969;distance:18967
from:s18968;to:s18970;distance:18968
from:s18969;to:s18971;distance:18969
from:s18970;to:s18972;distance:18970
from:s18971;to:s18973;distance:18971
from:s18972;to:s18974;distance:18972
from:s18973;to:s18975;distance:18973
from:s18974;to:s18976;distance:18974
from:s18975;to:s18977;distance:18975
from:s18976;to:s18978;distance:18976
from:s18977;to:s18979;distance:18977
from:s18978;to:s18980;distance:18978
from:s18979;to:s18981;distance:18979
from:s18980;to:s18982;distance:18980
from:s18981;to:s18983;distance:18981
from:s18982;to:s18984;distance:18982
from:s18983;to:s18985;distance:18983
from:s18984;to:s18986;distance:18984
from:s18985;to:s18987;distance:18985
from:s18986;to:s18988;distance:18986
from:s18987;to:s18989;distance:18987
from:s18988;to:s18990;distance:18988
from:s18989;to:s18991;distance:18989
from:s18990;to:s18992;distance:18990
from:s18991;to:s18993;distance:18991
from:s18992;to:s18994;distance:18992
from:s18993;to:s18995;distance:18993
from:s18994;to:s18996;distance:18994
from:s18995;to:s18997;distance:18995
from:s18996;to:s18998;distance:18996
from:s18997;to:s18999;distance:18997
from:s18998;to:s19000;distance:18998
from:s18999;to:s19001;distance:18999
from:s19000;to:s19002;distance:19000
from:s19001;to:s19003;distance:19001
from:s19002;to:s19004;distance:19002
from:s19003;to:s19005;distance:19003
from:s19004;to:s19006;distance:19004
from:s19005;to:s19007;distance:19005
from:s19006;to:s19008;distance:19006
from:s19007;to:s19009;distance:19007
from:s19008;to:s19010;distance:19008
from:s19009;to:s19011;distance:19009
from:s19010;to:s19012;distance:19010
from:s19011;to:s19013;distance:19011
from:s19012;to:s19014;distance:19012
from:s19013;to:s19015;distance:19013
from:s19014;to:s19016;distance:19014
from:s19015;to:s19017;distance:19015
from:s19016;to:s19018;distance:19016
from:s19017;to:s19019;distance:19017
from:s19018;to:s19020;distance:19018
from:s19019;to:s19021;distance:19019
from:s19020;to:s19022;distance:19020
from:s19021;to:s19023;distance:19021
from:s19022;to:s19024;distance:19022
from:s19023;to:s19025;distance:19023
from:s19024;to:s19026;distance:19024
from:s19025;to:s19027;distance:19025
from:s19026;to:s19028;distance:19026
from:s19027;to:s19029;distance:19027
from:s19028;to:s19030;distance:19028
from:s19029;to:s19031;distance:19029
from:s19030;to:s19032;distance:19030
from:s19031;to:s19033;distance:19031
from:s19032;to:s19034;distance:19032
from:s19033;to:s19035;distance:19033
from:s19034;to:s19036;distance:19034
from:s19035;to:s19037;distance:19035
from:s19036;to:s19038;distance:19036
from:s19037;to:s19039;distance:19037
from:s19038;to:s19040;distance:19038
from:s19039;to:s19041;distance:19039
from:s19040;to:s19042;distance:19040
from:s19041;to:s19043;distance:19041
from:s19042;to:s19044;distance:19042
from:s19043;to:s19045;distance:19043
from:s19044;to:s19046;distance:19044
from:s19045;to:s19047;distance:19045
from:s19046;to:s19048;distance:19046
from:s19047;to:s19049;distance:19047
from:s19048;to:s19050;distance:19048
from:s19049;to:s19051;distance:19049
from:s19050;to:s19052;distance:19050
from:s19051;to:s19053;distance:19051
from:s19052;to:s19054;distance:19052
from:s19053;to:s19055;distance:19053
from:s19054;to:s19056;distance:19054
from:s19055;to:s19057;distance:19055
from:s19056;to:s19058;distance:19056
from:s19057;to:s19059;distance:19057
from:s19058;to:s19060;distance:19058
from:s19059;to:s19061;distance:19059
from:s19060;to:s19062;distance:19060
from:s19061;to:s19063;distance:19061
from:s19062;to:s19064;distance:19062
from:s19063;to:s19065;distance:19063
from:s19064;to:s19066;distance:19064
from:s19065;to:s19067;distance:19065
from:s19066;to:s19068;distance:19066
from:s19067;to:s19069;distance:19067
from:s19068;to:s19070;distance:19068
from:s19069;to:s19071;distance:19069
from:s19070;to:s19072;distance:19070
from:s19071;to:s19073;distance:19071
from:s19072;to:s19074;distance:19072
from:s19073;to:s19075;distance:19073
from:s19074;to:s19076;distance:19074
from:s19075;to:s19077;distance:19075
from:s19076;to:s19078;distance:19076
from:s19077;to:s19079;distance:19077
from:s19078;to:s19080;distance:19078
from:s19079;to:s19081;distance:19079
from:s19080;to:s19082;distance:19080
from:s19081;to:s19083;distance:19081
from:s19082;to:s19084;distance:19082
from:s19083;to:s19085;distance:19083
from:s19084;to:s19086;distance:19084
from:s19085;to:s19087;distance:19085
from:s19086;to:s19088;distance:19086
from:s19087;to:s19089;distance:19087
from:s19088;to:s19090;distance:19088
from:s19089;to:s19091;distance:19089
from:s19090;to:s19092;distance:19090
from:s19091;to:s19093;distance:19091
from:s19092;to:s19094;distance:19092
from:s19093;to:s19095;distance:19093
from:s19094;to:s19096;distance:19094
from:s19095;to:s19097;distance:19095
from:s19096;to:s19098;distance:19096
from:s19097;to:s19099;distance:19097
from:s19098;to:s19100;distance:19098
from:s19099;to:s19101;distance:19099
from:s19100;to:s19102;distance:19100
from:s19101;to:s19103;distance:19101
from:s19102;to:s19104;distance:19102
from:s19103;to:s19105;distance:19103
from:s19104;to:s19106;distance:19104
from:s19105;to:s19107;distance:19105
from:s19106;to:s19108;distance:19106
from:s19107;to:s19109;distance:19107
from:s19108;to:s19110;distance:19108
from:s19109;to:s19111;distance:19109
from:s19110;to:s19112;distance:19110
from:s19111;to:s19113;distance:19111
from:s19112;to:s19114;distance:19112
from:s19113;to:s19115;distance:19113
from:s19114;to:s19116;distance:19114
from:s19115;to:s19117;distance:19115
from:s19116;to:s19118;distance:19116
from:s19117;to:s19119;distance:19117
from:s19118;to:s19120;distance:19118
from:s19119;to:s19121;distance:19119
from:s19120;to:s19122;distance:19120
from:s19121;to:s19123;distance:19121
from:s19122;to:s19124;distance:19122
from:s19123;to:s19125;distance:19123
from:s19124;to:s19126;distance:19124
from:s19125;to:s19127;distance:19125
from:s19126;to:s19128;distance:19126
from:s19127;to:s19129;distance:19127
from:s19128;to:s19130;distance:19128
from:s19129;to:s19131;distance:19129
from:s19130;to:s19132;distance:19130
from:s19131;to:s19133;distance:19131
from:s19132;to:s19134;distance:19132
from:s19133;to:s19135;distance:19133
from:s19134;to:s19136;distance:19134
from:s19135;to:s19137;distance:19135
from:s19136;to:s19138;distance:19136
from:s19137;to:s19139;distance:19137
from:s19138;to:s19140;distance:19138
from:s19139;to:s19141;distance:19139
from:s19140;to:s19142;distance:19140
from:s19141;to:s19143;distance:19141
from:s19142;to:s19144;distance:19142
from:s19143;to:s19145;distance:19143
from:s19144;to:s19146;distance:19144
from:s19145;to:s19147;distance:19145
from:s19146;to:s19148;distance:19146
from:s19147;to:s19149;distance:19147
from:s19148;to:s19150;distance:19148
from:s19149;to:s19151;distance:19149
from:s19150;to:s19152;distance:19150
from:s19151;to:s19153;distance:19151
from:s19152;to:s19154;distance:19152
from:s19153;to:s19155;distance:19153
from:s19154;to:s19156;distance:19154
from:s19155;to:s19157;distance:19155
from:s19156;to:s19158;distance:19156
from:s19157;to:s19159;distance:19157
from:s19158;to:s19160;distance:19158
from:s19159;to:s19161;distance:19159
from:s19160;to:s19162;distance:19160
from:s19161;to:s19163;distance:19161
from:s19162;to:s19164;distance:19162
from:s19163;to:s19165;distance:19163
from:s19164;to:s19166;distance:19164
from:s19165;to:s19167;distance:19165
from:s19166;to:s19168;distance:19166
from:s19167;to:s19169;distance:19167
from:s19168;to:s19170;distance:19168
from:s19169;to:s19171;distance:19169
from:s19170;to:s19172;distance:19170
from:s19171;to:s19173;distance:19171
from:s19172;to:s19174;distance:19172
from:s19173;to:s19175;distance:19173
from:s19174;to:s19176;distance:19174
from:s19175;to:s19177;distance:19175
from:s19176;to:s19178;distance:19176
from:s19177;to:s19179;distance:19177
from:s19178;to:s19180;distance:19178
from:s19179;to:s19181;distance:19179
from:s19180;to:s19182;distance:19180
from:s19181;to:s19183;distance:19181
from:s19182;to:s19184;distance:19182
from:s19183;to:s19185;distance:19183
from:s19184;to:s19186;distance:19184
from:s19185;to:s19187;distance:19185
from:s19186;to:s19188;distance:19186
from:s19187;to:s19189;distance:19187
from:s19188;to:s19190;distance:19188
from:s19189;to:s19191;distance:19189
from:s19190;to:s19192;distance:19190
from:s19191;to:s19193;distance:19191
from:s19192;to:s19194;distance:19192
from:s19193;to:s19195;distance:19193
from:s19194;to:s19196;distance:19194
from:s19195;to:s19197;distance:19195
from:s19196;to:s19198;distance:19196
from:s19197;to:s19199;distance:19197
from:s19198;to:s19200;distance:19198
from:s19199;to:s19201;distance:19199
from:s19200;to:s19202;distance:19200
from:s19201;to:s19203;distance:19201
from:s19202;to:s19204;distance:19202
from:s19203;to:s19205;distance:19203
from:s19204;to:s19206;distance:19204
from:s19205;to:s19207;distance:19205
from:s19206;to:s19208;distance:19206
from:s19207;to:s19209;distance:19207
from:s19208;to:s19210;distance:19208
from:s19209;to:s19211;distance:19209
from:s19210;to:s19212;distance:19210
from:s19211;to:s19213;distance:19211
from:s19212;to:s19214;distance:19212
from:s19213;to:s19215;distance:19213
from:s19214;to:s19216;distance:19214
from:s19215;to:s19217;distance:19215
from:s19216;to:s19218;distance:19216
from:s19217;to:s19219;distance:19217
from:s19218;to:s19220;distance:19218
from:s19219;to:s19221;distance:19219
from:s19220;to:s19222;distance:19220
from:s19221;to:s19223;distance:19221
from:s19222;to:s19224;distance:19222
from:s19223;to:s19225;distance:19223
from:s19224;to:s19226;distance:19224
from:s19225;to:s19227;distance:19225
from:s19226;to:s19228;distance:19226
from:s19227;to:s19229;distance:19227
from:s19228;to:s19230;distance:19228
from:s19229;to:s19231;distance:19229
from:s19230;to:s19232;distance:19230
from:s19231;to:s19233;distance:19231
from:s19232;to:s19234;distance:19232
from:s19233;to:s19235;distance:19233
from:s19234;to:s19236;distance:19234
from:s19235;to:s19237;distance:19235
from:s19236;to:s19238;distance:19236
from:s19237;to:s19239;distance:19237
from:s19238;to:s19240;distance:19238
from:s19239;to:s19241;distance:19239
from:s19240;to:s19242;distance:19240
from:s19241;to:s19243;distance:19241
from:s19242;to:s19244;distance:19242
from:s19243;to:s19245;distance:19243
from:s19244;to:s19246;distance:19244
from:s19245;to:s19247;distance:19245
from:s19246;to:s19248;distance:19246
from:s19247;to:s19249;distance:19247
from:s19248;to:s19250;distance:19248
from:s19249;to:s19251;distance:19249
from:s19250;to:s19252;distance:19250
from:s19251;to:s19253;distance:19251
from:s19252;to:s19254;distance:19252
from:s19253;to:s19255;distance:19253
from:s19254;to:s19256;distance:19254
from:s19255;to:s19257;distance:19255
from:s19256;to:s19258;distance:19256
from:s19257;to:s19259;distance:19257
from:s19258;to:s19260;distance:19258
from:s19259;to:s19261;distance:19259
from:s19260;to:s19262;distance:19260
from:s19261;to:s19263;distance:19261
from:s19262;to:s19264;distance:19262
from:s19263;to:s19265;distance:19263
from:s19264;to:s19266;distance:19264
from:s19265;to:s19267;distance:19265
from:s19266;to:s19268;distance:19266
from:s19267;to:s19269;distance:19267
from:s19268;to:s19270;distance:19268
from:s19269;to:s19271;distance:19269
from:s19270;to:s19272;distance:19270
from:s19271;to:s19273;distance:19271
from:s19272;to:s19274;distance:19272
from:s19273;to:s19275;distance:19273
from:s19274;to:s19276;distance:19274
from:s19275;to:s19277;distance:19275
from:s19276;to:s19278;distance:19276
from:s19277;to:s19279;distance:19277
from:s19278;to:s19280;distance:19278
from:s19279;to:s19281;distance:19279
from:s19280;to:s19282;distance:19280
from:s19281;to:s19283;distance:19281
from:s19282;to:s19284;distance:19282
from:s19283;to:s19285;distance:19283
from:s19284;to:s19286;distance:19284
from:s19285;to:s19287;distance:19285
from:s19286;to:s19288;distance:19286
from:s19287;to:s19289;distance:19287
from:s19288;to:s19290;distance:19288
from:s19289;to:s19291;distance:19289
from:s19290;to:s19292;distance:19290
from:s19291;to:s19293;distance:19291
from:s19292;to:s19294;distance:19292
from:s19293;to:s19295;distance:19293
from:s19294;to:s19296;distance:19294
from:s19295;to:s19297;distance:19295
from:s19296;to:s19298;distance:19296
from:s19297;to:s19299;distance:19297
from:s19298;to:s19300;distance:19298
from:s19299;to:s19301;distance:19299
from:s19300;to:s19302;distance:19300
from:s19301;to:s19303;distance:19301
from:s19302;to:s19304;distance:19302
from:s19303;to:s19305;distance:19303
from:s19304;to:s19306;distance:19304
from:s19305;to:s19307;distance:19305
from:s19306;to:s19308;distance:19306
from:s19307;to:s19309;distance:19307
from:s19308;to:s19310;distance:19308
from:s19309;to:s19311;distance:19309
from:s19310;to:s19312;distance:19310
from:s19311;to:s19313;distance:19311
from:s19312;to:s19314;distance:19312
from:s19313;to:s19315;distance:19313
from:s19314;to:s19316;distance:19314
from:s19315;to:s19317;distance:19315
from:s19316;to:s19318;distance:19316
from:s19317;to:s19319;distance:19317
from:s19318;to:s19320;distance:19318
from:s19319;to:s19321;distance:19319
from:s19320;to:s19322;distance:19320
from:s19321;to:s19323;distance:19321
from:s19322;to:s19324;distance:19322
from:s19323;to:s19325;distance:19323
from:s19324;to:s19326;distance:19324
from:s19325;to:s19327;distance:19325
from:s19326;to:s19328;distance:19326
from:s19327;to:s19329;distance:19327
from:s19328;to:s19330;distance:19328
from:s19329;to:s19331;distance:19329
from:s19330;to:s19332;distance:19330
from:s19331;to:s19333;distance:19331
from:s19332;to:s19334;distance:19332
from:s19333;to:s19335;distance:19333
from:s19334;to:s19336;distance:19334
from:s19335;to:s19337;distance:19335
from:s19336;to:s19338;distance:19336
from:s19337;to:s19339;distance:19337
from:s19338;to:s19340;distance:19338
from:s19339;to:s19341;distance:19339
from:s19340;to:s19342;distance:19340
from:s19341;to:s19343;distance:19341
from:s19342;to:s19344;distance:19342
from:s19343;to:s19345;distance:19343
from:s19344;to:s19346;distance:19344
from:s19345;to:s19347;distance:19345
from:s19346;to:s19348;distance:19346
from:s19347;to:s19349;distance:19347
from:s19348;to:s19350;distance:19348
from:s19349;to:s19351;distance:19349
from:s19350;to:s19352;distance:19350
from:s19351;to:s19353;distance:19351
from:s19352;to:s19354;distance:19352
from:s19353;to:s19355;distance:19353
from:s19354;to:s19356;distance:19354
from:s19355;to:s19357;distance:19355
from:s19356;to:s19358;distance:19356
from:s19357;to:s19359;distance:19357
from:s19358;to:s19360;distance:19358
from:s19359;to:s19361;distance:19359
from:s19360;to:s19362;distance:19360
from:s19361;to:s19363;distance:19361
from:s19362;to:s19364;distance:19362
from:s19363;to:s19365;distance:19363
from:s19364;to:s19366;distance:19364
from:s19365;to:s19367;distance:19365
from:s19366;to:s19368;distance:19366
from:s19367;to:s19369;distance:19367
from:s19368;to:s19370;distance:19368
from:s19369;to:s19371;distance:19369
from:s19370;to:s19372;distance:19370
from:s19371;to:s19373;distance:19371
from:s19372;to:s19374;distance:19372
from:s19373;to:s19375;distance:19373
from:s19374;to:s19376;distance:19374
from:s19375;to:s19377;distance:19375
from:s19376;to:s19378;distance:19376
from:s19377;to:s19379;distance:19377
from:s19378;to:s19380;distance:19378
from:s19379;to:s19381;distance:19379
from:s19380;to:s19382;distance:19380
from:s19381;to:s19383;distance:19381
from:s19382;to:s19384;distance:19382
from:s19383;to:s19385;distance:19383
from:s19384;to:s19386;distance:19384
from:s19385;to:s19387;distance:19385
from:s19386;to:s19388;distance:19386
from:s19387;to:s19389;distance:19387
from:s19388;to:s19390;distance:19388
from:s19389;to:s19391;distance:19389
from:s19390;to:s19392;distance:19390
from:s19391;to:s19393;distance:19391
from:s19392;to:s19394;distance:19392
from:s19393;to:s19395;distance:19393
from:s19394;to:s19396;distance:19394
from:s19395;to:s19397;distance:19395
from:s19396;to:s19398;distance:19396
from:s19397;to:s19399;distance:19397
from:s19398;to:s19400;distance:19398
from:s19399;to:s19401;distance:19399
from:s19400;to:s19402;distance:19400
from:s19401;to:s19403;distance:19401
from:s19402;to:s19404;distance:19402
from:s19403;to:s19405;distance:19403
from:s19404;to:s19406;distance:19404
from:s19405;to:s19407;distance:19405
from:s19406;to:s19408;distance:19406
from:s19407;to:s19409;distance:19407
from:s19408;to:s19410;distance:19408
from:s19409;to:s19411;distance:19409
from:s19410;to:s19412;distance:19410
from:s19411;to:s19413;distance:19411
from:s19412;to:s19414;distance:19412
from:s19413;to:s19415;distance:19413
from:s19414;to:s19416;distance:19414
from:s19415;to:s19417;distance:19415
from:s19416;to:s19418;distance:19416
from:s19417;to:s19419;distance:19417
from:s19418;to:s19420;distance:19418
from:s19419;to:s19421;distance:19419
from:s19420;to:s19422;distance:19420
from:s19421;to:s19423;distance:19421
from:s19422;to:s19424;distance:19422
from:s19423;to:s19425;distance:19423
from:s19424;to:s19426;distance:19424
from:s19425;to:s19427;distance:19425
from:s19426;to:s19428;distance:19426
from:s19427;to:s19429;distance:19427
from:s19428;to:s19430;distance:19428
from:s19429;to:s19431;distance:19429
from:s19430;to:s19432;distance:19430
from:s19431;to:s19433;distance:19431
from:s19432;to:s19434;distance:19432
from:s19433;to:s19435;distance:19433
from:s19434;to:s19436;distance:19434
from:s19435;to:s19437;distance:19435
from:s19436;to:s19438;distance:19436
from:s19437;to:s19439;distance:19437
from:s19438;to:s19440;distance:19438
from:s19439;to:s19441;distance:19439
from:s19440;to:s19442;distance:19440
from:s19441;to:s19443;distance:19441
from:s19442;to:s19444;distance:19442
from:s19443;to:s19445;distance:19443
from:s19444;to:s19446;distance:19444
from:s19445;to:s19447;distance:19445
from:s19446;to:s19448;distance:19446
from:s19447;to:s19449;distance:19447
from:s19448;to:s19450;distance:19448
from:s19449;to:s19451;distance:19449
from:s19450;to:s19452;distance:19450
from:s19451;to:s19453;distance:19451
from:s19452;to:s19454;distance:19452
from:s19453;to:s19455;distance:19453
from:s19454;to:s19456;distance:19454
from:s19455;to:s19457;distance:19455
from:s19456;to:s19458;distance:19456
from:s19457;to:s19459;distance:19457
from:s19458;to:s19460;distance:19458
from:s19459;to:s19461;distance:19459
from:s19460;to:s19462;distance:19460
from:s19461;to:s19463;distance:19461
from:s19462;to:s19464;distance:19462
from:s19463;to:s19465;distance:19463
from:s19464;to:s19466;distance:19464
from:s19465;to:s19467;distance:19465
from:s19466;to:s19468;distance:19466
from:s19467;to:s19469;distance:19467
from:s19468;to:s19470;distance:19468
from:s19469;to:s19471;distance:19469
from:s19470;to:s19472;distance:19470
from:s19471;to:s19473;distance:19471
from:s19472;to:s19474;distance:19472
from:s19473;to:s19475;distance:19473
from:s19474;to:s19476;distance:19474
from:s19475;to:s19477;distance:19475
from:s19476;to:s19478;distance:19476
from:s19477;to:s19479;distance:19477
from:s19478;to:s19480;distance:19478
from:s19479;to:s19481;distance:19479
from:s19480;to:s19482;distance:19480
from:s19481;to:s19483;distance:19481
from:s19482;to:s19484;distance:19482
from:s19483;to:s19485;distance:19483
from:s19484;to:s19486;distance:19484
from:s19485;to:s19487;distance:19485
from:s19486;to:s19488;distance:19486
from:s19487;to:s19489;distance:19487
from:s19488;to:s19490;distance:19488
from:s19489;to:s19491;distance:19489
from:s19490;to:s19492;distance:19490
from:s19491;to:s19493;distance:19491
from:s19492;to:s19494;distance:19492
from:s19493;to:s19495;distance:19493
from:s19494;to:s19496;distance:19494
from:s19495;to:s19497;distance:19495
from:s19496;to:s19498;distance:19496
from:s19497;to:s19499;distance:19497
from:s19498;to:s19500;distance:19498
from:s19499;to:s19501;distance:19499
from:s19500;to:s19502;distance:19500
from:s19501;to:s19503;distance:19501
from:s19502;to:s19504;distance:19502
from:s19503;to:s19505;distance:19503
from:s19504;to:s19506;distance:19504
from:s19505;to:s19507;distance:19505
from:s19506;to:s19508;distance:19506
from:s19507;to:s19509;distance:19507
from:s19508;to:s19510;distance:19508
from:s19509;to:s19511;distance:19509
from:s19510;to:s19512;distance:19510
from:s19511;to:s19513;distance:19511
from:s19512;to:s19514;distance:19512
from:s19513;to:s19515;distance:19513
from:s19514;to:s19516;distance:19514
from:s19515;to:s19517;distance:19515
from:s19516;to:s19518;distance:19516
from:s19517;to:s19519;distance:19517
from:s19518;to:s19520;distance:19518
from:s19519;to:s19521;distance:19519
from:s19520;to:s19522;distance:19520
from:s19521;to:s19523;distance:19521
from:s19522;to:s19524;distance:19522
from:s19523;to:s19525;distance:19523
from:s19524;to:s19526;distance:19524
from:s19525;to:s19527;distance:19525
from:s19526;to:s19528;distance:19526
from:s19527;to:s19529;distance:19527
from:s19528;to:s19530;distance:19528
from:s19529;to:s19531;distance:19529
from:s19530;to:s19532;distance:19530
from:s19531;to:s19533;distance:19531
from:s19532;to:s19534;distance:19532
from:s19533;to:s19535;distance:19533
from:s19534;to:s19536;distance:19534
from:s19535;to:s19537;distance:19535
from:s19536;to:s19538;distance:19536
from:s19537;to:s19539;distance:19537
from:s19538;to:s19540;distance:19538
from:s19539;to:s19541;distance:19539
from:s19540;to:s19542;distance:19540
from:s19541;to:s19543;distance:19541
from:s19542;to:s19544;distance:19542
from:s19543;to:s19545;distance:19543
from:s19544;to:s19546;distance:19544
from:s19545;to:s19547;distance:19545
from:s19546;to:s19548;distance:19546
from:s19547;to:s19549;distance:19547
from:s19548;to:s19550;distance:19548
from:s19549;to:s19551;distance:19549
from:s19550;to:s19552;distance:19550
from:s19551;to:s19553;distance:19551
from:s19552;to:s19554;distance:19552
from:s19553;to:s19555;distance:19553
from:s19554;to:s19556;distance:19554
from:s19555;to:s19557;distance:19555
from:s19556;to:s19558;distance:19556
from:s19557;to:s19559;distance:19557
from:s19558;to:s19560;distance:19558
from:s19559;to:s19561;distance:19559
from:s19560;to:s19562;distance:19560
from:s19561;to:s19563;distance:19561
from:s19562;to:s19564;distance:19562
from:s19563;to:s19565;distance:19563
from:s19564;to:s19566;distance:19564
from:s19565;to:s19567;distance:19565
from:s19566;to:s19568;distance:19566
from:s19567;to:s19569;distance:19567
from:s19568;to:s19570;distance:19568
from:s19569;to:s19571;distance:19569
from:s19570;to:s19572;distance:19570
from:s19571;to:s19573;distance:19571
from:s19572;to:s19574;distance:19572
from:s19573;to:s19575;distance:19573
from:s19574;to:s19576;distance:19574
from:s19575;to:s19577;distance:19575
from:s19576;to:s19578;distance:19576
from:s19577;to:s19579;distance:19577
from:s19578;to:s19580;distance:19578
from:s19579;to:s19581;distance:19579
from:s19580;to:s19582;distance:19580
from:s19581;to:s19583;distance:19581
from:s19582;to:s19584;distance:19582
from:s19583;to:s19585;distance:19583
from:s19584;to:s19586;distance:19584
from:s19585;to:s19587;distance:19585
from:s19586;to:s19588;distance:19586
from:s19587;to:s19589;distance:19587
from:s19588;to:s19590;distance:19588
from:s19589;to:s19591;distance:19589
from:s19590;to:s19592;distance:19590
from:s19591;to:s19593;distance:19591
from:s19592;to:s19594;distance:19592
